comment	label
[A股, 牛市, 结构性, 年, 成立, 2017]	pos
[主力, 退出, 股市, 完蛋]	neg
[前一刻, 拉升, 倒下]	pos
[金针, 探底]	pos
[沧海, A股, 十级,  , 井喷, 发生, 笑, 一声]	pos
[大便, 低下, 完, 龙头]	pos
[正, 增发, 股权, 网络, 不屑, 代买, 股东]	pos
[死, 乱说, 扇]	neg
[反, 午后, 煨]	neg
[天天, 跌]	neg
[处于, 顶部, 重压, 大盘, 指标股, 区间, 反弹]	pos
[收盘, 放心, 拉回去]	neg
[卖出, 紧急通知]	neg
[ , 放宽, 股指, 机构, 欺货, 券商, 天天, 砸, 更大, 盘, 卖空, 裸]	neg
[富春, 科技股, 通信, 涨停, 暴发]	pos
[跑, 跌, 大盘]	neg
[控制, 不可避免, 仓位, 调整]	neg
[股市, 人民日报, 事, 担心, 稳, 官方, 报道]	neg
[鳄, 明白]	neg
[颤抖, 涨, 所有人, 放手, 令]	pos
[篮子, 没涨, 狗, 跳水]	neg
[狗屎, 一坨]	neg
[明天, 涨, 跌, 大盘, 发, 新股, 个股]	neg
[中国, 龙抬头, 股市]	pos
[跑跑, 双头, 请, 行成]	neg
[不亏, 赚钱, 下跌]	neg
[倒闭, 死, 股市, 垃圾, 赶紧]	neg
[5000, 进攻, 疯狂, 不到, 点, 卖出]	neg
[走, 趋势, 完, 跌势]	neg
[跑, 大跌]	neg
[飞流直下三千尺]	neg
[中国, 股市, 跌]	neg
[大爹, 胜利]	neg
[微笑, 大笑]	neg
[妈, 贼]	neg
[可怕, 稳, 煮, 温水, 青姓]	neg
[中, 跳水]	neg
[基金, 社保, 这是, 开路]	neg
[妈, 单边, 下跌]	neg
[搞, 股市, 草泥马, 乌烟瘴气]	neg
[ , 股市, 主力, 绿时, 红是, 施肥]	neg
[死, 这宗]	neg
[崩,  , 逃]	neg
[中国, 烂, 股市]	neg
[A股, 大便, 牛, B, 全球]	neg
[杀跌]	neg
[情况, 啥子, 这是]	neg
[不赞]	neg
[机会, 好好, 逃命, 微笑, 反弹, 把握]	pos
[龙, 吃屎, 二月]	neg
[中国, !, 神跌]	neg
[反观, 脸红, 越, 大盘, 走, 市场, 高, 未红]	pos
[严, 大笑, 跌, 稳, 进, 少个]	neg
[砸]	neg
[崩盘, 下午]	neg
[不玩股, 再也, 今生]	neg
[走, 走神, 市场]	neg
[支撑, 跌, 慢慢, 3000]	neg
[鱼死网破, 伤]	neg
[震撼]	neg
[A股, 不好, 傲, 不屑, 跳水]	neg
[股市, 培训, 骗局, 首推, 补品, 教学, 养老, 三大]	neg
[去死吧, 垃圾]	neg
[时代, 之内, 半年, 大盘, 4000, 突破, 点]	pos
[盖世无双, 券商, 迎来, 惊人, 拉升]	pos
[期货, 大盘, 终将, 股指, 拉下马]	pos
[辣鸡, 回调]	neg
[亏了, 赚, 倒, 吐]	pos
[再三, 大盘, 哪般, 砸, 盘, 期指, 高]	neg
[玩玩, 跌停, 指數, 大笑, 来个]	neg
[跳水]	neg
[捡钱, 3200]	neg
[无力回天, 分, 掉头, 走, 想, 向上, 线]	pos
[跑, 福气]	neg
[!, 死, 必有, 大涨]	neg
[暴涨, 月, 大幅, 两会, 红色, 市场]	pos
[特征, 涨, 下午, 跌, 牛市, 上午, 熊市]	pos
[中国, 孙子兵法]	neg
[股, 跌停, 一个千]	neg
[走人, 月, 28, 多大有, 年, 2011, 油水, 清仓]	neg
[股市, 拖入, 年, 中国, 欧美, 大跌, 终将, 熊市, 07]	neg
[ , 佛山, 本院, 寻人, 精神病, 医院, 启示]	neg
[一个点, 拉, 涨, 跌跌, 跌, 几个, 不休, 最多, 难]	neg
[拉, 江阴, 银行]	pos
[点, 5000, 担心, 距离, 顶]	neg
[说话, 不让]	neg
[稳定, 股市, 说]	neg
[股票, 走漏, 大笑, 走]	neg
[ , 龙抬头, 股市, 主力, 信心, 二月, 不想]	pos
[稳定, 不赞, 指数]	neg
[卖出, 底部]	pos
[信, 表现, 市, 说, 市场]	neg
[炒股, 阶段, 九个]	neg
[顶部, 顶]	pos
[机构, 激进, 敢动, 说, 妖精]	neg
[找爹, 股市]	neg
[做空, 不安分]	neg
[ , 一年, 指数, 跌, 大盘, 成, 更是, 惨跌, 个股]	neg
[行情, 日, 23, 月, 十个, 阴跌, 点]	neg
[利好, 专家, 说]	pos
[结束, 抄底, 微调]	pos
[麻痹, 全流通, 发行]	neg
[跌跌, 不休]	neg
[空头, 高收, 尾市, 缴枪, 一个月]	neg
[大盘, 跳水]	neg
[快撤, 松绑, ipo, 减速, 小股民, 期指]	neg
[登场, 闪亮, 懂, 梦之队]	neg
[麻痹, 跌, 天天, 眼瞎, 健康, 市场]	neg
[盘, 大牌, 近期, 砸]	neg
[位置, 揪心]	neg
[股市, 奇葩, 队]	neg
[龙抬头]	pos
[ , 转换, 补涨, 现, 风格, 创]	pos
[飞流直下三千尺, 银河, 落九天, 疑似]	neg
[跌多涨少, 滴汗, 天天, 股市, 垃圾, 不赞]	neg
[透明, 股市, 赔得, 越, 信息, 股民, 入得, 国家队]	pos
[吃香喝辣, 玉米棒, 啃, 炒房, 炒股]	neg
[艹, 一千万, 神兽]	neg
[b, 装, 满分]	neg
[龙抬头, 二月, 大笑]	pos
[聚焦, 300012, 315, 华, 概念, 环保, 两会, 食品安全, 龙头股]	pos
[透顶, 垃圾]	neg
[千股, 跌停, 大跳水]	neg
[期货, 保护, T, 股指, 投资者]	pos
[侠快, 创造, 接盘, 奇迹, 勇敢]	pos
[ , 死, 一批, 银行]	neg
[120, 60, 死叉, MACD, 分钟]	neg
[屎]	neg
[跑, 不行]	neg
[天虹, 股权, 商场, 中航, 剥离, 工业, 中国, 转让]	neg
[获利盘, 前期, 太, 下跌]	pos
[开出, 期货, 上涨, 股指, 大盘]	pos
[熊, 肯定, 巿]	neg
[龙, 抬头, 二月, 搞]	neg
[股市, 熊, 第一]	neg
[走强, 纺织, 安徽, 看好]	pos
[成败, 点后]	neg
[ , 潜水, 入, 二月, 龙, 抄底]	pos
[翻红, 傲, 缩量]	pos
[完, 头部, 大盘]	neg
[大盘, 调整]	pos
[龙抬头, 二月, 大盘]	pos
[撤, 先, 收获, 绿油油, 季节, 韭菜]	neg
[空间, 点, 养老金, 买入]	pos
[603798, 绩优, 康普顿, 盘小]	pos
[懂, 服, 里, 假装, 股市, 人太多, 装比]	neg
[不屑]	neg
[ , 足够, 大笑, 下令, 跑, 我要, 时间, 上午, 开打]	neg
[赚钱, 说, 开会, 散户, 股东, 年]	neg
[次新股, 跌]	neg
[韩国, 翘首以盼, 热烈欢迎, 进驻, 小散, 亿万, SD]	neg
[女人, 能干, 当到, 才华横溢, 头, 脚, 务实]	neg
[大单, 流入, 百亿, 超大, 小单, 流出, 几十亿]	neg
[股市, 券商, 这波, 做空, 下跌]	neg
[尾盘, 明天, 断崖, 跳水]	neg
[尼玛, 跌惨, 个股]	neg
[懂, 横盘, 稳, 基调, 想, 稳步, 主, 下跌, 市场]	neg
[600, 跌跌, 复, 跌, 监督, 新股]	neg
[A股, 蚂蚁, 能干, 本事, 夸, 牛, 金服, 上市]	neg
[ , 次新股, 300602, 603798, 潜力, 小盘, 飞荣, 康普顿]	pos
[发, 监管, 操纵, 新股, 暴, 市场需求, 炒]	neg
[完美, 图形, 300509, 接近, 暴涨]	pos
[下午, 大跌]	neg
[稳, 大盘]	neg
[干, 干干]	pos
[危险, 午, F]	neg
[三阳, 必有, 周线, 一阴, 跳水]	neg
[养老金, 一点, 自觉, 让路]	neg
[双头, 大盘]	pos
[ , 惨, 千股, S, 今日, 跌停]	neg
[ , 主升浪, 开启, 解释]	pos
[退市, 发行, 新股, 停, 垃圾股]	neg
[股,  , 利空, 该午, 反涨, 走, 这回]	neg
[龙, 献花, 虫]	pos
[保护, 好像, 五十万元, 受, 账户]	neg
[使命, 晚, 牛市, 想, 抬轿, 抄底, 散户]	pos
[退市, 加大, 千股, 下午, ipo, 胡乱, 跌停, 发行]	neg
[使命, 晚, 牛市, 想, 抬轿, 抄底, 散户]	pos
[傅励, 清, 午评,  ]	neg
[举牌, 养老金, 算不算, 入市]	pos
[精力, 黄, 小姑娘, 天天, 不可或缺, 哪有, 大局观]	neg
[板块, 主力, 一日游, Ｔ, 近期]	neg
[ , 上海, B股, 标的]	neg
[压, 节奏, 深远, 多头, 影响, 风平浪静]	neg
[上市公司, 现有, 主板, 美国, 家]	neg
[跑, 国外, 资金]	neg
[操纵, 走势图, 国家队]	pos
[动动, 评论, 嘴皮子, 涨跌]	neg
[客车, 一带, 一路, 受益, 宇通, 标的]	pos
[3245, 整理, 不破, 收盘, 等待, 就行, 点]	pos
[抄, 机构, 跌, 乱, 老底, 毛]	neg
[!, 太, 乳峰, 3234, 厉害, 下午, 双, 红, 震荡, 收, 点]	pos
[栽下去, 龙头, 二月]	pos
[祸兮福所倚, 福兮祸所伏]	neg
[帖子, 新发, 说]	neg
[社保, 聚焦, 315, 概念, 环保, 两会, 重仓, 食品安全, 龙头股]	pos
[转口, 坝田, 威震, 众粉, 改变, 项链, 方向, 发完, 预测]	neg
[400, 排队, 发, 新股, 多出, 家, 明年, 堰塞湖]	neg
[点, 意见]	neg
[A股, 长久, 同舟共济, 模式, 唯一]	neg
[A股, 投机, 商业, 营销, 模式, 打压, 助涨, 饥饿, 投资]	neg
[买, 跌]	neg
[炒股]	neg
[加一, 踢, 炒股]	neg
[午盘, 关注, 吃, 午饭]	pos
[暴跌, 下午]	neg
[物流, 煤炭, 有色]	neg
[ , 厉害, 宝色]	pos
[股不涨, 优质, 股市, 垃圾股, 天天, 买, 稳, 飞]	neg
[股市, 整治, 拥护, 投资者, 赞赏, 早该]	neg
[股不拉, 石油, 银行, 完蛋, 指数]	neg
[跌停, 出货, 利好, 千古]	neg
[跌多涨少, 妙语, 影响, 双双, 两市, 各股, 阴跌, 受, 热点]	neg
[宁波, 业绩, 预盈, 捞底, 预增, 大胆, 大幅, 提升, 海运, 600798]	pos
[集合竞价, 17, 反, 开盘, 上证指数, 亿]	pos
[给力]	pos
[主力, 出货, 减仓]	neg
[忙, 俏皮, 冬菜, 两天, 管理]	neg
[ , 找个, 回调, 支撑, 3170]	neg
[跑得快, 胜利]	neg
[赚, 两毛]	pos
[无奈, 枉自, 小虫, 绿水青山, 华佗]	neg
[退市,  , 国家, 听, 战略, 成, 口号, 市场]	neg
[A股, 死水, 活水, IPO, 活该, 变]	pos
[ , 格局, 降低, 延续, 活跃度, 震荡, 资金, 调整]	pos
[亨通, 光电, 担心, 减持, 杞人忧天, 股东]	neg
[介入, 高送, 转, 季报, 两会, 伺机, 相关, 年报, 个股]	pos
[A股, 股市, 窗口, 月份, 猜梦, 观海, 年, 2017]	pos
[股,  , 崛起, 低估, 任泽平]	neg
[回调, 下午, 鼓掌]	pos
[估计, 有波, 行情, 快寄业]	pos
[君子, 指, 危墙, 沪, 不立, 之下, 暂时, 量价背离]	neg
[逃生, 趕緊]	neg
[股民, 垄断, 跌停板, 回]	neg
[重磅, A股, 两,  , 应对, 冲击, 监管, 午后, 思路, 组合拳]	neg
[ , 指数, 走势, 震荡, 承接, 热点, 市场]	pos
[融资, 投资, 市场, 稳定]	neg
[跌]	neg
[艹, 历害, 跌, 个股, 大盘]	neg
[A股, 洼地, 遍观, 配, 银行, 之称]	neg
[控制, 承诺, 减持, 002348, 乐, 高, 股份, 公司]	neg
[几个, 月, 老本, 被套, 想着, 赚钱]	neg
[净, 关停, 两市, 不让, 流出, 市场, 资金]	neg
[垃圾, 永远]	neg
[垃圾, 永远]	neg
[跑, 养老金, 闻风丧胆, 鸡狗, 一个个]	neg
[ , 一只, 票, 想想, 买入, 教, 一招]	pos
[易尚, 展示, 暴风, 集团, 虚拟现实, 20170227]	pos
[鬼话, 回头, 人话, 指责, 说, 等于]	neg
[盘面, 反弹, 创, 彰显, 健康]	pos
[养老金, 两, 券商, 装糊涂, 兄弟, 让路, 吃饱, 喝, 低位]	pos
[塔西, 陷入, 房地产, 陀, 政策, 陷阱, 马光远, 可怕]	neg
[越来越, 枯竭, 流动性]	neg
[大盘, 3150, 点, 目标, 减仓, 调整]	neg
[不让]	neg
[ , 股市, 慢慢, 分, 涨, 远离, 稳, 磨, 分跌]	neg
[狗屎, 跌, 大盘, 山, 跌成, 个股]	neg
[瘟]	neg
[再见, 三年, 干点]	neg
[下午, 减仓, 大跳水]	neg
[涨不动, 清仓]	neg
[大涨, 勤, 能力, 抓个, 刘士余, 大跌, 稳中求进]	neg
[稳, 不死不活, 走势]	neg
[暴雨]	neg
[]	neg
[总体, 股市, 比较稳定]	neg
[ , 下午, 拉红, 量, 还好]	neg
[股市, 掉, 羽毛, 定调, 强势, 2017, 几根, 会长]	pos
[梦之队, 金牌, 哈哈哈, 跳水]	neg
[涨, 鸡毛, 个股, 算, 大盘]	pos
[成交量, 滴汗, 中, 缩小]	neg
[主力, 鬼, 搞]	neg
[不远, 流出, 总有一天, 关闭, 资金]	neg
[必跌, 不赞, 盘久]	neg
[人气, 人走茶凉, 尽失]	neg
[老百性, 受伤]	neg
[人气, 半死不活, 股市]	neg
[!, 早晚, 只出, 出事, 不流进, 股市, 资金]	neg
[股市, 垃圾]	neg
[宁波, 业绩, 大幅, 上涨, 提升, 海运, 空间, 未来, 600798]	pos
[ , 叉, 量, 上周五, 逃命, 死, 趋势]	neg
[顶部, 小明, 出高, 上证, 结构]	neg
[诱多, 套散, 下午, 小心, 杀跌, 缩量, 反弹]	neg
[垃圾桶, 股票, 狗操, 中国]	neg
[早晚, 严厉, 控盘, 意志, 违背, 市场, 市场规律]	neg
[速速, 300509, 买入, 次新股, 拉升, 调整]	pos
[逼, 指数, 麻痹, 没跌, 跌, 倒, 几点, 个股]	neg
[不上不下, 耗着]	neg
[股, 走向, 阳光, 应, 中国, 投资, 场, 巿]	neg
[主力, 休息]	neg
[刘士, 股市, 关注,  , 核心, 说法, 九大, 强势, 余, 2017]	pos
[留给, 缩量, 半小时, 神奇]	neg
[何来, 半死不活, 资金, 股市, 增量]	neg
[没用, 上涨, 指数]	pos
[股票, 趺, 跌, 指数]	neg
[低开, 响应, !, 高收]	neg
[换, 创业板]	neg
[不想, 扭扭, 涨, 上涨, 自自, 真]	pos
[ , 股市, 只会, 妈, 跌, 垃圾, 逼]	neg
[死, 词, 维稳]	neg
[深深, 深, 股指, 英, 转头, 熊市, 几许, 抄底, 三千, 绿]	pos
[打击, 稳定, 鳄, 市场, 股票市场, 未来, 金融, 期]	pos
[宁波, 业绩, 重点, 大胆, 大幅, 关注, 提升, 海运, 600798]	pos
[暗潮汹涌, 实则, 暴跌, 背后, 风平浪静]	neg
[稳得, 维稳, 一笔]	neg
[机构, 破坏, 答, 市场, 股东]	neg
[股指, 利用, 切实, 恶意, 保护, 投, 做空, 期货, 严厉打击]	pos
[挂羊头卖狗肉]	neg
[无需, 理常, 人民日报, 权威, 降价, 发布, 合乎, 说, 大惊]	neg
[股市, 聪明人, 远离, 毒品, 基金, 更要]	neg
[!, 再来, 求求, 太, 暴跌, 折腾]	neg
[ , 3005, 603368, 300575, 低估, 300583]	neg
[养老金, 看不出]	pos
[具备, 股票, 涨停板, 买, 连续, 600428]	pos
[诱多, 主力, 出货, 小心, 缩量, 猛, 反弹]	neg
[推进, 万亿, 引暴, 投资, 5G, 加速, 市场]	neg
[最稳, •, 更稳, 可真稳, 大盘]	neg
[!, 净, 天天, 掏空, 流出, 资金]	neg
[突破]	pos
[涨, 快点, 泥马]	pos
[要入, 上天, 个股, 指数]	neg
[千股, 跌停, 护盘]	neg
[钱, 没量]	neg
[ , 鲁西, 化工, 拉板]	neg
[要死不活, 中国, 股市]	neg
[实施, 顶, 大盘, 筑, 两会, 注册, 制, 清仓]	pos
[禁, 终生, 复牌, 申请, 高招, 炒, 股票, 停牌]	neg
[星期, 稳, 大盘, 一成, 二成, 操作]	neg
[合力, 第一个,  , 高送, 转, 泰, 关]	neg
[步, 后尘, 石墨, 中国, 全球, 稀土, 资源]	neg
[股,  , 券商, 垃圾]	neg
[做, 暴跌, 下午, 头, 缩量]	neg
[我要, 眼里]	neg
[绿宝石, 翡翠, 死, 绿]	neg
[空仓, 大涨, 一轮, 担心, 难受]	pos
[龙抬头]	pos
[涨, 大盘, 震荡, 票, 不停, 股票, 牛叉]	neg
[神铁, 见鬼]	neg
[股票, 武钢]	neg
[指数, 第三周, 上涨, 连续, 上周, 沪市]	pos
[603716]	neg
[红, 红烧, 中午, 大盘, 救, 道, 股市, 红鱼, 做]	pos
[小盘, 次新股, 潜力, 仅供参考]	pos
[明天, 收红, 放心, 上攻]	pos
[完美, 美国, 大盘]	pos
[充分说明, 故事, 指数, 太, 配合, 中国]	pos
[行情, 结束, 3200, 涨, 跌, 本周, 点, 回]	pos
[回升, 大跌, 前, 缩量, 征兆]	neg
[利空, 利好, 太多, 诱人, 上当, 嫌疑]	neg
[煮, 青蛙, 温水]	neg
[挖坑, 节奏, 大盘]	neg
[改善生活, 股东, 小股民, 套现]	neg
[严查, 数据, 造假, 证监会]	pos
[龙抬头, 红, 二月]	pos
[股票, 砍, 手指, 买]	pos
[600434, 金石, 重组股, 关注, 东方]	pos
[新高, 散户, 赚钱, 难]	neg
[ , 27, 参考, 小散, 2017, 午评]	pos
[阻力, 聚集区]	neg
[成交量, 萎缩, 情况, 周]	neg
[小时, 成交额, 亿, 40]	neg
[追套, 没门, 赚钱, 死, 抄底, 落, 想要]	pos
[养老金, 一条, 低开, 哭, 血路, 杀出]	neg
[直线, 创业板, 拉升]	pos
[龙抬头, 二日, 春天, 二月, 两岸, 绿]	pos
[犹抱, 琵巴, 绳子, 大珠小珠落玉盘, 半遮面]	neg
[主力, 资金, 流出, 百亿]	neg
[控了, 好盘, 一手]	neg
[ , 本周, 低, 调整, 到位, 买入, 短线, 大盘, 整荡]	pos
[开拉]	pos
[大陆, 资产, 美元, 成, 兑换, 移居, 抛空, 澳洲]	neg
[七八百, 珍珠, 颗, 下跌]	neg
[龙, 担头, 抬头, 股市, 二月]	neg
[突, 不破, 日线, 早上, 必做, 空]	neg
[主力, 打压, 目的]	neg
[姚老板, 提职]	neg
[10, 3240, 大盘, 日线, 关注, 上涨, 震荡, 今日, 支撑]	pos
[ , 九菜, 割, 更少, 估计, 人会, 种菜]	neg
[资金,  , 逃, 挺, 主力, 疯狂, 害人精, 幺, 蛾]	neg
[了结, 考验, 股友, 3200, 获利, 短线, 支撑, 观望]	neg
[玩死, MB, 玩, 全, K, TM, 线]	neg
[黑, 周一, 开门]	neg
[主力, 打压, 石油, 金融]	neg
[新高, 美国股市, 晚上]	neg
[盛运, 3O009O, 查一查, 证监会, 环保, 股市, 做空, 中国]	neg
[统统, 被套, 后悔莫及, 追进]	neg
[大盘股, 主力, 题材股, 新股, 垃圾, 逃跑, 次新股]	neg
[紧盯, 主力, 动向]	neg
[行情, 一带, 大西北, 主线, 一路, 展, 龙头]	pos
[羸弱, 珍珠, 压垮, 体格]	neg
[股票, 傻瓜, 买, 想, 想富, 赚, 上市]	pos
[断头, 锄, 盘]	neg
[群众, 目的, 满意]	neg
[政策, 支持, 下行, 顶, 总, 大盘, 大趋]	neg
[亏本, 大中小, 股票, 创都, 买, 估计, 一千多只]	pos
[鱼尾, 敬慎, 行情, 小心]	neg
[抬头, 二龙, 二月, 鼓掌]	pos
[意识, 听, 拼]	neg
[创业板, 指数, 涨, 百分之一百, 当年, 见底, 个股]	pos
[理财, 一万元]	neg
[兑现, 工薪, 小资, 月底, 摊手, 胜利]	pos
[完货, 涨, 跌, 完, 庄家, 擦屁股]	neg
[打击, 养老金, 野蛮, 人要, 胡乱, 砸, 拉升]	pos
[股民, 美股, 中国, 悲哀]	neg
[珍珠, 链]	neg
[快满了, 大笑]	neg
[不好玩, 这帮, 机构, 段子, 骗子, 写]	neg
[!, 快快, 出货, 减持, 税, 机会, 制定]	neg
[维稳]	neg
[主力, 加油]	pos
[砸, 金融, 大鹅们]	neg
[物色, 好股]	pos
[连线, 大盘, 最低点, 跌破, 逃命, 时, 线, 通道]	neg
[明天, 已哑, 3240, 昨天, 收阴, 失误]	pos
[股市, 上方, 阻力, 重重, 乏力, 中国, 反弹, 到位]	pos
[ , 行情, 尾声, 常态, 新股, 国信, 化, 证券, 发行]	neg
[控制, 跌, 大盘, 低吸, 仓位, 健康, 记住]	neg
[期货, 空, 暴跌, 做, 股指]	neg
[拉, 稳定, 想, 指标股]	pos
[主题, 世界, 大会, 通信, 开幕, 5G, 暴发]	neg
[ , 23, 晚评, 住, 赚钱, 转化, 风格, 个股]	pos
[龙抬头, 泥鳅, 走, 龙, 向下, 向上]	pos
[排列, 主力, 票, 完, 机构, 敲, 空头]	neg
[期货, 盘, 股指, 砸]	neg
[ , 股市, 故事, 讲故事, 讲, 没人]	neg
[囉, 港股, 翻紅]	neg
[A股, 弱, 戴, 放屁, 绿色]	neg
[下不来]	neg
[制要, 注册]	neg
[10, 点测, 收涨, 板块, 预示, 盘帝, 创业板]	neg
[ , 健是, 转跌, 高送, 倍, 汤臣, 上市公司, 时间, 公司]	pos
[融资, 一万, 融, 理解, 大小, 市场]	neg
[滴汗, 调整, 大盘]	pos
[长长, 不行, 骨气, 抬头, 二月, 中国, 二龙]	neg
[安, 清仓, 开盘, 逃命, 落袋]	neg
[稳定, 小散, 市场, 套死]	neg
[股市, 婊子]	neg
[点, 最高点, 拭目以待, 本月, 3284]	neg
[期货, 赚大钱, 股指, 做空]	pos
[稳, 卵]	neg
[死气沉沉]	neg
[下移, 一跌, 重心]	neg
[跑, 路]	neg
[几千只,  , 仙股, 股票, 绝大部分, 碰, 炒, 没人, 资金]	neg
[收手]	neg
[万亿, 暴发, 中国联通, 强势, 5G, 市场]	pos
[天天, 啥时候, 狼来, 演习, 大笑]	neg
[曰, 打耳光]	neg
[一场, 来临, 悄悄, 暴风雨]	pos
[死水一潭]	neg
[星期, 资产, 清理, 密集, 这一, 危险]	neg
[股在, 悄悄, 银行, 撤退]	neg
[没法, 跌, 永远, 房子]	neg
[逃]	neg
[主力, 砸, 想]	neg
[券商, 打脸, 带头]	neg
[出货, 大盘, 来回, 年, 点, 2017, 3280, 3000]	neg
[大盘, 罢休, 砸, 期指, 盘, 搞]	neg
[宝钢, 低头, 大盘, 迎]	pos
[假龙, 抬头, 抬, 真龙]	neg
[行情, 慕容, 附, 原油, 月, 镶金, 27, T, 日, 解析, 黄金, 白银, D]	pos
[恒指, 岔路, 口, 27, 长弘网]	neg
[下影线, 向下, 小心, 拉长, 大盘]	neg
[股民, 聪明]	neg
[找到, 北]	neg
[学, 炒作, 怨不得, 赔钱, 淘汰, 趋势]	neg
[股,  , 几毛钱, 成仙, 跌, 便宜, 成交, 大小, 抛, 非]	neg
[不上不下, 稳, 耗着]	neg
[不要脸]	neg
[连坐, 涨, 骂, 历法, 跌]	neg
[ , 股市, 心理, IPO, 停止, 质量, 扭曲, 下跌, 重点, 市场]	neg
[过好, 周岁, 伤寒, 想, 招来横祸]	neg
[短线, 回调, 大盘]	neg
[板块, 发力, 垃圾]	neg
[四通, 出局, 获利, 老子, 砸, 盘, 股份]	neg
[玩死, 养老金]	pos
[心, 600, 6000, 涨, 银行, 瞎, 点, 眼]	pos
[大胆, 股票, 讲真, 市盈率, 低, 买, 次新股]	pos
[股市, 警惕, 股指, 暴跌, 上周五, 欧美, 欧洲]	neg
[救, 中国, 股市]	neg
[发展, 我吾才, 事物, 没学过, 政治学, 金融学]	pos
[八辈子, 股票, 血霉, 倒, 买]	pos
[风险, 提示, 月, 小心, 大盘, 有缘人]	neg
[哀股, 一堆, 鱼烂虾]	neg
[图片]	neg
[关注, 钴, 产品, 金属]	pos
[5000, 股票, 年, 只仙股, 未来, 4950]	pos
[几千只, 不知, 一只, 股票, 深证, 投资, 上证, 找]	neg
[跑, 话, 说, 字]	neg
[跑, 说, 字, 不多]	neg
[股市, 小心, 中国, 想, 高风险, 区]	neg
[六月, 预计, 底, 五月, 顶, 大盘]	neg
[重组, 忽悠, 式, 个股]	neg
[量够, 调整]	pos
[快递, 高达, 亿, 市值, 公司, 2500]	pos
[大跌, 大盘, 不红]	neg
[日报, 发声, 可想而知, 形势]	neg
[3250, 牛市, 月线, 开启]	pos
[早盘, 推荐]	pos
[稳稳, 股票, 中, 下跌]	neg
[高, 下午, 智慧, 卖]	pos
[牛市, 开启, 月线]	pos
[可怜, 小散, 杀跌]	neg
[ , 显示, 去年, 减持, 创业板, 四季度, 数据, 基金, 截止]	neg
[2638, 反转, 一路, 赶出去, 看空, 趋势]	neg
[阳, 阴, 这么久]	neg
[搬出来, 懂, 时间, 周期]	pos
[新, 选, 股票, 建好, 概念, 选黨]	pos
[ , 股市, 谢敢, 乱, 炒股, 关公, 放心, 横刀]	neg
[下跌, 想, 庄家, 高, 抛, 散户]	neg
[龙抬头]	pos
[反正, 股指, 指数, 拖, 逼, 鸟]	neg
[ , 龙抬头, 割, 二月, 韭菜]	neg
[中国, 赞, 股市, 修复, 自我]	pos
[刘士, 股市, 讲话, 表现, 点赞, 余]	neg
[中牛, 启动]	pos
[601919, 上涨, 中]	pos
[乌鸦, 几只, 中华, 遮, 阳光, 乱叫]	neg
[鸡毛, 一地, 绿]	neg
[A股, 点, 价值, 瞎说, 一百]	neg
[吓跑, 散户]	neg
[逃, 散们, 掉, 羽毛, 割, 说]	neg
[主, 烂, 基调]	neg
[刘士,  , 最该, 刷屏, 说法, 九大, 关注, 金句, 余]	pos
[令人振奋, 讲话, 一首, 诗, 刘, 作, 主席]	neg
[ , 27, 日, 月, 打到, 大盘, 年, 32, 2017, 周一, 精准, 上周五]	pos
[东西, 真, TMD, 垃圾, 鸟]	neg
[盘中, 2.27, 解说]	neg
[稳, 放心, 干]	pos
[砸, 大鹅, 金融, 大笑, 盘]	neg
[鼓, 牛, 鼓掌]	pos
[二月]	neg
[玩意儿, 坑, 爹, 星期一, 拉屎]	neg
[]	neg
[烂, 股市]	neg
[稳定]	neg
[!, 牛, B]	neg
[加速, 跌, ipo]	neg
[点, 三千, 价值, 回调]	neg
[ , 逻辑, 周期, 敬畏, 心怀, 基础, 上涨, 徐彪, 牢固]	pos
[飞流直下, 千尺, 跌停, 千股, 梦]	neg
[金融, 鳄, 一念之差, 金融家]	neg
[踩踏, 逃命, 韭菜, 地被, 拭目以待, 妖精]	neg
[买, 买买, 满仓, 买入]	pos
[a, 股要, 大跌, 回调, 肯定]	neg
[低点, 买]	pos
[砸, 大笑, 盘]	neg
[金, XX, 听到, 入市]	pos
[大跌]	neg
[减速, 哪来, 新股, 自信, 发行]	neg
[风险, 建议, 了结, 回避, 离场, 获利, 监管, 较严, 短期, 近期]	neg
[一只, 科技, 解套, 航新]	neg
[乌鸦, 几只, 黑, 完, 猛跌]	neg
[早盘, 27, 日, 月, 两会, 动态]	pos
[点, 股市, 始终保持, 太稳, 3200]	neg
[昨天, 散户, 割肉, 忽悠]	neg
[股市, 长, 天理难容]	neg
[建好, 一只, 股票, 推荐, 概念, 新, 请]	pos
[干万要, 股市, 小心, 说好]	neg
[方向, 想象, 走向]	neg
[600639, 金字, 股票, 井喷, 35, 大盘, 关注, 头]	pos
[说, 调整]	pos
[注意安全,  , 暴跌, 来临]	neg
[不好,  , 今天天气, 暴雨, 上午]	neg
[向上, 振荡]	pos
[见证, 历史, 时刻]	neg
[天天, 死, 开盘, 相先放, 跌]	neg
[刘士,  , 潜规则, IPO, 打破, 提, 项链, 暂停, 余首]	pos
[跌幅, 指, 低开, 有色, 沪, 靠前, 上周五, 震荡, 带动, 建材]	neg
[以待, 试目, 三公, 規则, 出台, 交易]	neg
[本周, 二月, 大盘, 抬头, 3350, 点, 二龙]	neg
[做, 两学, 城市, 高校学生, 良, 建设, 树立, 教育, 规划]	neg
