read_count	comment_count	title	author	release_date
768	0	猪力已经讨口去了？	特菲巴菲特	02-14
762	0	我是一小散我走了算了哎~	形魂	02-14
894	1	一群狗散多杀多，呵呵	江苏南京手机网友	02-14
593	0	板块就你绿的	湖北武汉手机网友	02-14
1619	1	战争一触即发，一碰就射	黑光6699	02-14
790	0	不出意外，主力将砸跌停	特菲巴菲特	02-14
8440	1	反弹缩量 机构静观其变	财经评论	02-14
7353	14	史上最搞笑得龙虎榜，没有之一	见证奇迹188	02-14
1253	0	跌停板啊	股友iaK5PL	02-14
844	0	2005年的998点	海浪9988	02-14
1419	0	继续大涨18元	股友y4MVYM	02-14
7546	7	谈谈潍柴重机，会不会成妖？ 这个股今日冲高回	睡蓮相思	02-14
13542	116	潍柴重机的方向显现已十分明确	米魔_wts396	02-13
5324	1	000880最近将有重大利好消息	四川绵阳手机网友	02-13
1155	0	因为害怕被打击，大鳄们都跑了吗，大家怎么看？	walker68	02-13
2077	2	走势不好	重庆网友	02-13
1085	0	我跑了，谢谢庄，等你下来了，我再来。	无崖2017	02-13
25830	18	潍柴重机(000880)龙虎榜数据(02-13)	潍柴重机资讯	02-13
1996	0	尾盘满仓的举手，最后半小时这么大的量，散户抢	上海网友	02-13
3881	10	明天低开就买	辽宁沈阳手机网友	02-13
9578	13	17.37追高！哭死，6000股。	辽宁盘锦手机网友	02-13
2368	1	故意选择周五涨停就是为了让大家关注他	四川成都网友	02-13
1155	0	量能一点都不好，后期不看好啊。冲25没戏了	四川成都网友	02-13
2938	3	套路有点深	与主力前行	02-13
3556	4	回补缺口，现在可以大胆持股	炒股可以改...	02-13
1078	0	买买买!机会已到	Saylady嘎嘎	02-13
952	0	我只想说操	co4444	02-13
872	0	尾盘收绿，狗庄加油	江苏南京手机网友	02-13
1784	2	有货的赶紧出，多的说。	lj278973466	02-13
970	0	向烈士们致敬！！	河南郑州网友	02-13
1031	0	同力水泥已经跌停，这个正在找垫背的哈哈	fv1186	02-13
834	0	喊多的狗托太多了	江苏南京手机网友	02-13
951	0	跌停	fv1186	02-13
870	0	开始沽空	江苏南京手机网友	02-13
3035	1	这么大换手，看来要调整一段时间了	幸运小韭菜	02-13
3720	9	全仓杀入，祈求涨	n9845135177...	02-13
874	0	要套人了	湖北武汉手机网友	02-13
841	0	放量快跑。	w00088	02-13
1400	2	谁在操纵股价？	发哥许文强	02-13
1548	1	冷战	新金主	02-13
780	0	到熔断价位了有震荡正常	HXY7992	02-13
1803	1	高手都进去了。我们放量都出来了。	天地翻1	02-13
1153	0	两市盘最少，价最低的国企改革股，必成妖。	股友0MiSW5	02-13
1172	0	新华通讯社 中国光通信新突破：一根光纤可供135	郭晓东	02-13
1539	3	赶快跑明天绝对低开低走	贪癫痴恨爱恶欲	02-13
6026	5	今天仙人指路，明日涨停成妖	ray129	02-13
922	0	对购并重组是抑制	股友DOd9J8	02-13
1900	4	亏了也不后悔，进了1000股	漂泊人生66	02-13
673	0	谁买套谁	好运炒股888	02-13
748	0	此垃圾拉高出货！内部利益输送严重老鼠仓	木华少	02-13
881	1	多少看好的时候	中国手机网友	02-13
4240	11	进场	兰亭序0	02-13
842	0	这量牛了	凡平732	02-13
1397	2	不冲25了？？？	四川成都网友	02-13
830	0	今日密切关注	凉生初幂7	02-13
993	0	潍柴重机000880 短线激进者跟踪把握，上周五强	股海波姐	02-13
1232	0	我可以讲，这只票在涨停头天晚上我还翻了几遍吗	四川成都手机网友	02-12
1025	0	下周大盘将现短线逼空走势。	n122774927	02-12
11775	12	这股走势分析！	春风绿地江南岸	02-12
11936	14	最能套住人的几句话: 1、目前价位接近主力成本	股道十年	02-12
5024	4	重机！哥来了！ 有下周星期一 跟我一起追的人没	牛牛每天一点点	02-11
5505	6	周一能板的话，就肯定奔25去的	若尘若27923	02-11
1406	0	Zhou	若尘若27923	02-11
2730	1	前海人寿持有	playweller	02-11
1632	0	已经清仓了希望周一大跌接回来[拜神][拜神][拜	拈花vs不笑	02-11
1432	0	下周大盘将现短线逼空走势。	股友lrfdgg	02-11
1808	0	而业绩亏损或业绩大幅下滑的公司之所以加入到高	葱茏大草原as	02-11
2549	1	《慢牛守仓 急跌杀入？》	蓝天白云金...	02-11
5292	2	问董秘	潍柴重机资讯	09-10
4276	0	问董秘	潍柴重机资讯	11-21
4940	0	0210	财经评论	02-10
7817	6	张停价买到了	山西晋城网友	02-10
5402	4	进可守，退可攻。	新金主	02-10
2959	1	今天能有龙虎榜没	跑赢余额宝	02-10
1996	0	2017年市场牛股：科技小盘绩优，软件与大健康	王老湿520	02-10
1443	0	成功	新金主	02-10
1713	1	很好	新金主	02-10
2245	0	一个多亿的成交量，3万手的封单，神马情况？	观望勿追898krn	02-10
11521	13	散户有那么大能力吗	cml588588	02-10
3157	4	目标价50	四川绵阳手机网友	02-10
2218	2	走不？	江苏南京手机网友	02-10
4615	5	多是散户的单在顶	量能选股	02-10
3646	3	整个贴吧看不到有用的信息，重机隐藏的很深	会上网的散户	02-10
1616	0	今年能否挑战25元	漏尽阁	02-10
2398	0	在市场普遍看好之时，要多一个心眼。今天重机不	我为T狂	02-10
1594	0	不明白	河北秦皇岛网友	02-10
2044	0	担心	强者只追涨停股	02-10
22046	30	在市场普遍看好之时，要多一个心眼。今天重机不	我为T狂	02-10
1440	0	实现了做大做强的目标	ROY55	02-10
1903	1	主力是中华民族的脊梁	新金主	02-10
2249	1	主力态度坚决，赞	新金主	02-10
2144	0	公司最近酝酿合并重组	mp950392154...	02-10
1645	0	估计是前海走人了吧	speed	02-10
2445	0	重大事项没有公告！请看	广东东莞网友	02-10
1526	0	发言都要封了，也好，闷声笑纳就是。	月为媒	02-10
2174	2	我减了，就怕一日游	量能选股	02-10
2357	1	明天高开8个点我都敢追，小量涨停	四川成都网友	02-10
1674	0	《快重磅抄底：南玻A 000012 今日暴涨！》	guxian1	02-10
4626	9	涨停即将打开	山河泼水	02-10
1358	0	大家快卖，涨停一会就打开	浙江舟山网友	02-10
1588	0	昨天收到短信今天要涨，不信没有买，今天真涨停	河南郑州手机网友	02-10
1961	2	昨天进了就吃肉，哈哈。	力合重锤	02-10
1792	1	昨天尾市刚卖 今天就涨停	crossrain2001	02-10
1282	0	买入，	妖王在这里	02-10
1518	0	是金子总会发亮！[大笑]	普照大地00	02-10
1565	0	应强敢死队来了	火钳夹鸟	02-10
2176	2	重机操盘手有点搞笑不是2点半后上班就是开盘前1	TAN无限循环	02-10
1396	0	无量冲高回落	量能选股	02-10
1777	0	业绩将大幅提高！康欣新材600076 拥有全球首条	朔望321	02-09
1706	0	更多公司还是为了装饰业绩的需要	强氏轻松英语	02-09
4817	4	超级利空～～～明天必须清仓！	江苏苏州手机网友	02-09
2136	1	不追涨	江苏扬州网友	02-09
2406	1	今天大盘温和放量并平稳的站在了3183，明天有望	我为T狂	02-09
1810	0	不会看股东啊，保险大股东要出货，不准举牌	四川成都网友	02-09
1706	0	看到这s蛋操盘上，我笑了，明天我进还来得的，	无崖2017	02-09
3157	4	调整结束，可以进场了。再也是尾盘涨！	力合重锤	02-09
2064	2	跌到14左右在买，周线需要修复	江苏苏州手机网友	02-09
5569	5	为何突然放量，有高手解释一下。	中国手机网友	02-09
2951	5	每天赚你1000大洋，跟你耗到底。	有可能哦	02-09
1348	0	尽快出台新券商法分级业务权限：出利好给券商松	东财网友712...	02-09
5529	9	王八，我已经全出，大家都出吧	山东一邦	02-09
1677	1	男的就我一个被国信那个虚假消息骗进来了吗	洛苓森	02-09
2477	3	别那么乐观，880还需要很长时间	股友y4MVYM	02-09
4882	3	j）买就买第一：20元股10转增40送8股派0.4元	黔A96929	02-08
2012	0	过年过缺心眼了？什么毛病？	心意自然事...	02-08
4471	8	走人。利润0.5	能说啥	02-08
1423	0	买完了，一星期不看了，看庄怎么玩	山东一邦	02-08
3448	8	大家快买，庄家在给我们送礼，今天全仓	山东一邦	02-08
1450	0	哈哈，庄家也不洗了，我又进了9000	山东一邦	02-08
2409	1	今天成功，14.81买入20000股	山东一邦	02-08
1349	0	今天在吃进20000，	山东一邦	02-08
2564	1	新疆年内基建投资将超1.5万亿元 受益股一览	n1418492851...	02-08
13973	22	10、20、60日 三龙聚首。非常规老鸭头可期。	钱之范	02-07
1591	0	今天没做T，静静的看了一天	幽影背刺	02-07
2776	1	对于880庄家只有往下做，才有不菲收益。假如拉	刺客头狼	02-07
461	0	E强烈看好业绩高速增长绩优股票002637赞宇环保	牛红哥哥	02-07
567	0	今晚要出公告吗？否则怎么会如此压盘？！诡异。	钱之范	02-07
526	0	庄你们就倒单子吧。今天我已经吃完了，明天继续	山东一邦	02-07
622	1	军民融合	k397	02-07
592	1	危机	新金主	02-07
364	0	怎么不掉了	山东一邦	02-07
490	0	上海凤凰已经涨停，潍柴你还在等什么？	切记只做龙大	02-07
825	5	砸吧，我还想要	山东一邦	02-07
3883	7	收到招商证券策略提醒  说是下午拉升潍柴  是不	股友xYVbao	02-07
459	0	而没有指出问题的实质	chaomaol	02-07
2943	8	前海人寿已出货完毕.现在就看新庄	四川绵阳手机网友	02-06
921	0	今天加了3层仓，希望明天来个补涨	ajaon011	02-06
5083	0	问董秘	广东网友	01-12
5731	0	问董秘	四川巴中网友	02-03
1858	2	主力每天下午2:50才上班吗？	walker68	02-06
738	0	不涨是因为没人买	黑龙江哈尔滨网友	02-06
799	0	什么破玩意	灯塔方向	02-06
745	0	破股，没救了	白雪73686	02-06
2837	2	此股还不重组卖壳后市没得玩了	重庆网友	02-05
1455	0	鲁信创投 打造专业化国有创投平台	东财网友554...	02-05
1520	0	借力斗智：真正暗中对决，发生在数不清机构之间	舢123	02-05
1485	0	好股。	月为媒	02-05
1393	0	9月份大盘2700点迎接房价每平方米17万元	鸿运当头龙升天	02-04
2021	0	[中字股] 稀缺资源 名牌价值待体现(附股)	小散大树	02-04
1644	0	主力在逗我们玩呢	幽影背刺	02-04
2074	1	[鼓掌][鼓掌]	bill1688	02-03
4048	4	已经清仓，下周大跌接回来!	拈花vs不笑	02-03
1835	0	变	黑光6699	02-03
2256	1	气	黑光6699	02-03
2933	4	你当庄是傻瓜，散户都看好能长？？	Daniele Got...	02-03
1851	0	呼叫画图原	黑光6699	02-03
2386	0	第一艘国产航母山东舰   潍柴重工上船起飞	上海网友	02-03
1891	0	砸砸砸	股海无涯2099	02-03
1805	0	烂股	蓝血伯爵	02-03
2141	1	还没起床，豆沙情况啊	黑光6699	02-03
2836	0	PPP项目落地加速热潮再升级 多股分享饕餮大餐	头顶滚滚财	02-03
4029	2	看点击率，散户太多。尚需整理	一代天骄8801	01-31
9806	6	还真是360借壳[大笑][大笑][大笑]	钱之范	01-30
8677	4	知道为什么高开了吗！最小船舶工业国企潍柴重机	王家树被车撞	01-30
4322	1	今天才发现这货，还以为是新股呢？好酒	山西运城手机网友	01-29
5528	1	已经清仓，节后大跌抄底！嘎嘎嘎[胜利][胜利]	拈花vs不笑	01-26
5847	1	000880主力想出货但出不了	四川绵阳手机网友	01-26
10518	9	潍柴重机中期会大涨，日线所有均线集中等待爆发	王家树被车撞	01-26
6978	3	节后此股中期会大涨，日线所有均线集中等待爆发	王家树被车撞	01-26
4889	0	重击 重鸡 重鸡	新金主	01-26
5097	1	冲击波	新金主	01-26
4779	0	完了 小广告都做起来了	坚定的拿下	01-26
5056	1	我的耐心是有限滴！拜拜～去买新股去	江苏南京手机网友	01-26
4836	0	跑喽，这个大阴线一出，一个星期别指望了。	发发发918	01-26
4681	0	婆一会	黑光6699	01-26
5354	1	谢谢主力发红包[赞][献花]	雷霆彪	01-26
4706	0	庄家阳萎，硬不起来，雷政付还能坚持12秒，庄家	无崖2017	01-26
5410	1	人为制造指标背离[赞]	勾兑股票	01-26
5072	1	今天买了1手，试一下，学习一下经验	王家树被车撞	01-26
5484	2	我有耐心等待！	江苏南京手机网友	01-26
5356	1	装你吗发尾巴老鹰，弄死你	新金主	01-26
17752	28	今天这是诱空吸筹手法，股价在底部，国企改革股	王家树被车撞	01-26
5637	5	这是诱空吸筹手法，股价在底部，国企改革股市值	王家树被车撞	01-26
5218	1	典型的诱空，速进，让散户出货，主力吸筹	王家树被车撞	01-26
4868	0	国企改革股市值最小，高开让散户出货，主力吸筹	王家树被车撞	01-26
5064	1	画图员一早上就上班咯	新金主	01-26
4578	0	买点，做个t加零	江苏徐州手机网友	01-26
4625	0	大涨！[赞]	江苏徐州手机网友	01-26
5576	4	牛B了	黄浦六期第...	01-26
5227	1	没劲，庄家阳萎，所以股票软了。	无崖2017	01-25
5000	0	那个一直28手21手卖的沙比，艹你嘛比	江苏无锡手机网友	01-25
4968	0	祝主力操盘手过个好年！	股道侠肠	01-25
5233	1	乱射 乱射 乱射	新金主	01-25
4745	0	扫射 扫射 扫射	广东佛山手机网友	01-25
9657	6	潍柴重机真稀奇，盘子小来价格低。军民融合天下	龍飄四海8	01-25
4754	0	低射 低射 低射	广东佛山手机网友	01-25
5000	0	下午拉升	股坛小生郭海峰	01-25
4867	0	庄有抛不完的货	四川成都手机网友	01-25
5062	0	死了	股海无涯2099	01-25
5383	0	000880在换庄	四川成都手机网友	01-24
6972	1	超级利好      老大放出来了！！！前海老板出狱	江苏苏州手机网友	01-24
5335	0	打扮	新金主	01-24
5620	0	自古圣者皆寂寞 唯有仁者能其贤	心意自然事...	01-24
7289	3	总是28手，28手的卖	jnxiaosong	01-24
5153	0	好好的股票被操盘手搞成这样，技术太差劲	花好月圆668	01-24
5197	0	老子跑了，不玩了，伤心！	广东深圳手机网友	01-24
5156	0	潍柴动力马上追上了！	中原第一峰	01-24
4839	0	抛吧	陕西西安网友	01-24
5039	0	大股东在减持，何时是尽头j。	明天丶123	01-24
5188	0	这股从上市以来有几个涨停板。数一数吧。少的可	小笨孩4	01-24
4505	0	艹   这名字    为财种（潍柴重机吧）	山西太原网友	01-24
5644	5	前海是过街老鼠。	广东深圳手机网友	01-23
4896	2	大盘涨，880压盘，此时不参与买卖！	重庆网友	01-23
4767	2	你丢军工板块的脸	花好月圆668	01-23
5431	1	快跑，上一波的带下阴线的K线，就是为了这次做	牧羊人88264	01-23
7019	1	拭目以待	我不知道123	01-22
4708	0	散户稀少，看周看涨	浙江舟山网友	01-21
4625	0	格力电器的成交金额又遥遥领先	jiquanlvdaohu	01-20
4172	0	15卖了，耗了一周挣了不到2000，这种操盘手就是	红牛添金	01-20
5279	1	操盘手过不了年	红牛添金	01-20
3758	0	射完，走人，判断完毕	靠庄吃饭	01-20
3802	0	28	我不知道123	01-20
3434	0	横	新金主	01-20
2207	0	卖……	香港手机网友	01-20
2771	1	骗子？	我不知道123	01-20
2275	0	[买入评级]南京高科(600064)中报点评：扣费业绩	Kingry	01-20
2448	0	拥有AR技术和里约奥运双料热点题材的探路者值得	神奇的马拉古	01-19
3497	3	这股是不是有潜在利好？	安徽合肥网友	01-19
3272	2	穷庄为做图每天偷尾盘	不想发言	01-19
3774	5	压盘如注，调整还将延续	今天跟你玩	01-19
2563	0	现在而今眼目下，大盘必落，潍柴难说！	重庆网友	01-19
2458	0	这股已經够可怜了，还有此扑街唱	香港手机网友	01-19
2692	0	变盘	新金主	01-18
3369	1	000880明天将突破14.93	黄安强1	01-18
3167	1	明天还要下探14.3	股友y4MVYM	01-18
1845	0	看看同力水泥负资产的股价都高过此股，不明是什	香港手机网友	01-18
1887	0	880股价必涨80元一股操你妈傻逼们还在卖	股友iaK5PL	01-18
2001	0	即将混改操你妈盘子流通一个多亿使劲砸盘缺德事	股友iaK5PL	01-18
821	0	流通不到20亿操你妈还使劲砸盘啊	股友iaK5PL	01-18
512	0	一条利好消息都没有，资金天天净流出，凭什么涨	湖南常德手机网友	01-18
951	0	股海老道：大盘目标2000点，时间8月底	ayuk005	01-18
1958	2	007私募操作计划之二：潍柴重机（000880）	愤怒的阿拉斯加	01-17
7132	5	今天午后收到一条查不到记录的短信，说今天有机	勿存私心	01-17
10338	13	第三次发帖，14.50以下可以建中线仓！	重庆网友	01-17
933	0	打压	股海无涯2099	01-17
1183	0	天际股份锂电+10转15填权 龙头启动在即 vv高转	n7646135907...	01-17
872	1	大单出中单进，14.45分左右估计要拉。	我为T狂	01-16
450	0	又是个熔断	香港手机网友	01-16
601	0	那天发信息说午盘暴涨，原来庄家在高位出货，找	股友rr18wX	01-16
943	1	买了，现在安全14.65	收割机A型号	01-16
12851	18	听说要停牌了，静观其变吧	钱之范	01-15
2296	1	看好880 ,我放了一年了，但大盘不给力，新股发	浙江杭州手机网友	01-13
1549	0	典当行业有前途吗 	一次性恋爱5	01-13
527	0	什么情况	灯塔方向	01-13
577	0	拉个涨停吧	新金主	01-13
510	0	今天2.30拉升不？	江苏南京手机网友	01-13
2877	9	880,14.50以下可以建中线仓！	重庆网友	01-13
972	1	000880垃圾中的垃圾股，从来就没怎么涨，跌幅比	湖南常德手机网友	01-13
568	0	880,14.5以下可以建中线仓！	重庆网友	01-13
902	0	00周期大逆转 澳洲矿业服务迎来百亿增长机会（	n1412761339...	01-13
7003	8	每一个妖精都有背景。 华润转让股权给深铁，深	钱之范	01-12
975	0	明天000880将大跌，跑，跑'14.00以下买入	黄安强1	01-12
4519	12	潍柴重机通知	江西萍乡网友	01-12
15236	39	山东国企改革取得重大突破 山东国改股一触即发	小白跟盘	01-12
610	1	妈的，尾盘可能翘一翘！	江苏南京手机网友	01-12
519	0	我上过当了	江苏南京手机网友	01-12
1099	2	有人发短信2.30开始拉，大家注意。真有这回事就	ydt222	01-12
478	0	马上拉升	合肥神七	01-12
1174	6	有人发短线来买	夙夜之交	01-12
633	0	股改？	等你720	01-12
1268	3	庄托刚才发消息让我赶紧买，说下午拉升	江苏南京网友	01-12
1249	3	亏十个多点走了，你到涨了，气死。[哭][哭][哭]	发货非官方代表	01-12
2003	2	潍柴重机,航母动力，牛逼！！！	浙江湖州网友	01-11
873	1	股票投资 选东方财富证券！享万2.5佣金 送1年Le	小Y虾Y米	01-11
2699	4	核电站建设步伐加快 核电设备迎投资高峰	思玮	01-11
5705	4	明早抢进	万倍锅	01-11
1235	0	股票投资 选东方财富证券！享万2.5佣金 送1年Le	n4636134310...	01-11
4115	3	垃圾股	湖南常德手机网友	01-11
10168	17	15.00元以下，买的都是钱！！！	重庆网友	01-11
4864	4	15元以下买到多少钱！！！	重庆网友	01-11
2471	3	扶不起的阿斗 	紫檀木子	01-11
2528	0	收购英迈布局全球IT供应链，做强金融打开未来空	n2848135601...	01-11
1470	1	"中国对世界经济增长贡献率保持首位 成为全球经	"	大干一场at	01-11
2149	2	环评开闸与新技术应用落地 煤化工行业回暖趋势	Maggie1998	01-11
2677	3	好多涨停了为什么不涨停呢 	来着是客	01-10
1333	0	看你怎么演，就是不卖 	fhbvhj	01-10
3466	4	这架势，前海人寿要发飙了	发发发918	01-10
1632	2	扶不起的阿斗 	n1418360048...	01-10
2854	4	本散已经于今日开盘价15.29微利清仓维柴机，吃	屋卡卡	01-10
1868	3	扶不起的阿斗 	zfping325	01-10
1606	0	新能源汽车补贴新政正式下发 燃料电池车受益力	阳光下无新事	01-10
1347	0	竟然走的这么好...	木木138	01-09
3165	4	明天涨停	怎么去拯救	01-09
1485	0	"企稳平台逐渐清晰，但持续上涨仍然遥远	"	会飞的狸猫	01-09
2751	3	看到22	万倍锅	01-09
1500	0	"降税减费：最少使企业增加不低于10%的净利润。	"	n7127134138...	01-09
1451	0	好多涨停了为什么不涨停呢 	来着是客	01-09
8333	9	混改落地,“员工持股+壳资源”掘金山东国改	湖南长沙网友	01-09
3091	1	山东国改开启	福建宁德网友	01-09
14869	0	问董秘	广西网友	01-07
1506	0	好多涨停了为什么不涨停呢 	潴潴大侠	01-09
2621	1	股市将上演最大的疯丫头	新金主	01-09
1936	1	买100股	万倍锅	01-08
2098	1	明天先卖100股试试再说	万倍锅	01-08
3888	3	船舶工业十三五规划即将出台、潍柴重机航母动力	湖南长沙网友	01-08
2314	0	尽快出台新券商法分级业务权限：出利好给券商松	测深测试	01-08
2377	0	"短中线淘金：周三操作参考（1.3）	"	贾大叔	01-08
3238	1	扶不起的阿斗 	飘逸1980	01-07
7604	2	前海人寿借壳潍柴重机的机会性分析 1）随着新股	范蠡资本	01-07
3269	1	中国航母首次远航突破第一岛链 意义重大	湖南长沙网友	01-07
2235	0	"房价将上演最后的疯狂！	"	打响17年第一炮	01-07
2599	0	为什么不让发公司电话[大笑][大笑][大笑][大笑]	kellerman999	01-07
2548	0	"房价将上演最后的疯狂！	"	DUGAO	01-06
3021	1	17.06买的 来5个啦停	六月最浪漫	01-06
2883	1	加油，站上15.18就会起飞	天空已飞鹰	01-06
2837	0	说实在话套在这股票里的散户都好惨好惨的，没有	xxk168	01-06
3168	1	"万达已进军南宁城市改造，借壳ST南化。	"	n2569135851...	01-06
3103	1	"房价将上演最后的疯狂！	"	大富豪国际充分	01-05
2922	0	"房价将上演最后的疯狂！	"	记忆迷城	01-05
2901	0	"鸡年来了一个开门红，好兆头	"	n1408107855...	01-05
5016	6	钱海的春天的故事	新金主	01-05
3775	0	"《中国交通运输发展》白皮书发布 七股值得关注	"	long225	01-05
4659	6	880此时胆大的可以嘴仗了！	重庆网友	01-05
5364	6	国企改革流通市值最小，想象力丰富	福建宁德网友	01-05
3578	1	"从月线大数据，看2017大趋势（6）	"	n5524136231...	01-05
3371	0	"1月3日股市晚间新闻汇总	"	傅大龘	01-05
3313	0	"谁是下一个炒作热点？	"	n3346131950...	01-04
6610	8	这个票和新股有什么区别?	zj2002168	01-04
5828	7	感谢主力2017年的红包	心意自然事...	01-04
5562	6	查IC1508今天谁在做空！	zhaohh3211	01-04
7542	8	潍柴重机的股友们大家一定要坚持戒杀放生！必定	重整山河待民国	01-04
3476	0	这么小的盘子，市值两市最低	广东佛山网友	01-03
7092	8	潍柴重机的股友们一定要坚持戒杀放生啊！必定出	重整山河待民国	01-03
6207	7	庄家人傻钱少	湖南长沙手机网友	01-03
6444	11	880涨滴好猛！	重庆网友	01-03
5434	5	经过一系列积极措施，银行系统性风险已不存在，	悦悦悦3377	01-03
3625	0	随便画画	袁钦	01-02
3851	0	资金大拐弯！大股东争抢广发强烈变盘资金转向	袁钦	01-02
6362	5	我记住你了，让我亏了一千多	n1411630031...	01-02
4049	0	随便画画	n3190135960...	01-02
3785	0	捂到十月	n1429860930...	01-01
27618	35	继续持有	山塘好比子臨滩	01-01
284044	954	首批养老金权益类组合有望本周打款 最快将在本	财经评论	02-19
78459	328	四大报论再融资新政：维护中小股东利益 长期利	财经评论	02-20
65058	46	刘士余这一年：“刘氏语”频刷屏 加强投资者保	财经评论	02-20
74988	158	新规重塑融资格局：定增收紧壳股承压 两万亿再	财经评论	02-20
1109700	683	证监会2月17日核发IPO批文 12家企业筹资不超过5	财经评论	02-17
381905624	3713	1分钟开户，送1年Level-2极速行情！报名实盘大	东方财富网	06-15
26037384	21098	  百万本金撬动百万收益！来了才知道赚不赚钱！	东方财富网	02-17
133	0	我跑了，买钢铁去	華麗的悻鍢	02-20
135	0	中船防务   关注	小晚霞1	02-20
678	2	今日个股关注	短线萱姐	02-20
200	0	中船防务，一个字，买！	琳姐和你炒股票	02-20
243	0	春天的故事才刚刚月朦胧鸟朦胧，怎么可能会还没	n122493738	02-20
243	0	在雨水节气前后是二月最重要的周线、日线时间窗	老牌生抽	02-20
507	1	即将突破34	启康香业	02-20
1809	1	短线操作三大交易原则： 第一，股票涨了，什么	月伴星如昨	02-19
2217	3	明天可能补跌	板板凳凳	02-19
955	0	又是一个新年度，选择哪一只个股决定你一年的投	幽影猫二	02-18
1127	0	任何一波行情，都会有一个主流的热点，这是市场	整搭政85	02-18
753	0	又会掉下来的	楠纪叔淑	02-18
1324	0	振荡防御，首选“错杀”低价高送转为宜	蓄久必发速	02-18
5230	5	事不过三！下周再冲击前高34.11大概率突破，一	红牛在天上飞	02-18
2428	4	价高估出了[牛]不如下来全转买*000883湖北能源*	陕西西安手机网友	02-18
3792	1	号外:敬告各位股友(中船防务)。从今天起，看盘	辽宁大连手机网友	02-17
1137	0	国际黄金期货价格周一(2月6日)再度上涨，并且升	喜欢打游击	02-17
4114	10	九连阳，下周暴涨！	北京手机网友	02-17
5039	6	这尼玛已经突破了的价位、连续上涨开启。	中国网友	02-17
945	0	两点半，开始跳水	n1420835585...	02-17
1200	0	美韩军演，必然还有一波	n1429021667...	02-17
863	0	h	享受灿烂阳光	02-17
1308	1	两点开始套人了，要跑的快跑	n1420835585...	02-17
958	0	今天12元买入南坡A 000012	虎符AAA12	02-17
2206	2	快卖，尾市又会掉下来的	n1420835585...	02-17
1908	1	顶背离跑吗？	大王神boss	02-17
1002	0	雷科领先	皇狐	02-17
1709	2	赶紧逃吧，周末一大波新股赶来了，庄稼还是不错	乐虎1	02-17
1944	1	大于33.78去一半 大于35.80清仓等待	猫达人99999...	02-17
911	0	打枪的不要，悄悄进村的干活！	中国手机网友	02-17
939	0	满仓	股市小学生8...	02-17
1078	0	大南船威武	股海成功	02-17
997	0	你丫是不是军工股	山西太原网友	02-17
1854	1	庄家接下来怎么发力？大家注意观察。	n123255276	02-17
1355	0	很想吸吸！谁有金？	小资紫紫	02-16
1689	0	昨天看到有人推荐这股，今天果断卖掉，回调起稳	北京网友	02-16
2211	1	大家看自从2006.7.5号，600685还涨停过吗？自己	山东网友	02-16
1161	0	怎么这么快就下来了啊。继续向上使使劲不行啊？	发财发得很任性	02-16
1114	0	主力出货很快呀	山东网友	02-16
1155	0	为什么主力卖的时候价格拉升，买的时候砸盘呢	山东青岛网友	02-16
2682	1	俄媒：中国将造5艘航母 其中两艘核动力	重庆网友	02-16
1286	0	啥也不说睁开眼自己看！	大河原膏术	02-16
1753	1	亚泰集团600881的价值重估 泉州水成3000亩土地	江淮投资咨询	02-16
1464	0	抄底抄到山顶上！谁交我！怎么解套？	小资紫紫	02-15
1393	0	筹码，有望促使大盘挑战前高	大是大非落	02-15
4218	5	是不是天上掉馅饼我啥也不说睁开眼自己看！	股友yZmKTW	02-15
22605	3	军工行业：多主题催化叠加业绩成长可期	财经评论	02-15
1788	0	大盘的回调也是箭在弦上，中船你不上去，就赶紧	信任是基础	02-15
2213	5	抢抢抢飙疯啦！广发证券王者归来？券商沉寂2年	次新股加券...	02-15
4018	2	美国航母又来了！！！	动力不断	02-15
1531	0	借盘中震荡不断收敛筹码，有望促使大盘挑战前高	n127615484	02-15
2937	1	34.11是中船过不去的坎，两次都没有过。	牛市一股妹	02-14
1341	0	其实，最无所畏惧的是中国买房团	股友9blb4q	02-14
1296	0	即使英国聚集了大量的风险，也吓不退中国的购房	股友7jh93n	02-14
1359	0	不过这样的公司数量并不多。可见，中国企业出海	股友gc1xh5	02-14
1264	0	目前李嘉诚旗下的多家上市公司都遭遇重挫	股友r1fca5	02-14
1239	0	长和实业的股价甚至跌到了4年来的新低	股友tyd8e6	02-14
1245	0	同时，在英国拥有巨大产业的香港首富李嘉诚一直	股友ol4339	02-14
1225	0	此外，关于贸易，英国仅占到中国出口的3%	股友0ublum	02-14
1208	0	占比仍然较低，总体以间接影响为主	股友83db2w	02-14
6759	4	感谢各位的鼓励，中船防务月线MACD即将金叉，周	芙蕖先生	02-14
1299	0	对H股的负面影响大一些，A股可能受些小波澜	股友ckci9u	02-14
1247	0	所以不必过于恐慌，股民最后也许不是输给了市场	股友yljcyc	02-14
1233	0	若退欧成功，全球市场很短期会回到规避风险的状	股友qel152	02-14
1173	0	其实，风险面前，情绪的影响最可怕	股友4ywujh	02-14
1236	0	有的直接在欧洲区有大量业务，此类公司可能会受	股友i786ff	02-14
1325	0	，短线是不可能有	复合弓山	02-14
1595	0	今天这走势是什么意思？	喜中一签耶	02-14
1635	0	港股中船又开始拉升了，涨幅超2%	信任是基础	02-14
2330	1	厉害了，不破新	抬头吹太阳	02-14
